timestamp,module,error_type,error_message,context
2025-07-08 20:14:26 UTC,governance_dashboard,FileNotFoundError,[Errno 2] No such file or directory: './data/reports/non_company_email_users_report.csv',Loading ./data/reports/non_company_email_users_report.csv
2025-07-08 20:40:02 UTC,governance_dashboard,FileNotFoundError,[Errno 2] No such file or directory: './data/reports/non_company_email_users_report.csv',Loading ./data/reports/non_company_email_users_report.csv
