timestamp,module,error_type,error_message,context
2025-06-30 14:35:46 UTC,test_module,ValueError,Test error message,Test context
2025-06-30 16:37:42 UTC,inactivity_etl_pipeline,ValueError,No valid activity logs found or missing 'user_id' field.,ETL pipeline main
